tstamp,textRaw,text,address,lat,lon
2019-04-26 10:31:20,Subject-SAVOY FIRE DEPARTMENT Msg-MEDICAL 100 PARKVIEW LN #183 SV at 100 PARKVIEW LN #183 SV btwn E CURTIS RD and E CURTIS RD RURF R0800 Medical ProQA recommends dispatch at this time Unit:SVOY - From METCAD 04/26/2019 10:31:07,MEDICAL 100 PARKVIEW LN #183 SV at 100 PARKVIEW LN #183 SV btwn E CURTIS RD and E CURTIS RD RURF R0800 Medical ProQA recommends dispatch at this time Unit:SVOY - From METCAD 04/26/2019 10:31:07,100 PARKVIEW LN #183 Savoy,,
2019-04-27 03:19:26,Subject-SAVOY FIRE DEPARTMENT Msg-RESCUE SB I57S @ 227 TOT RURF R1003 WHI SEDAN POSSIBLE ROLL OVER IN THE MEDIAN - 29 D 2 P Units:ARR TOLO SVOY - From METCAD 04/27/2019 03:19:10,RESCUE SB I57S @ 227 TOT RURF R1003 WHI SEDAN POSSIBLE ROLL OVER IN THE MEDIAN - 29 D 2 P Units:ARR TOLO SVOY - From METCAD 04/27/2019 03:19:10,SB I57S @ 227 Tolono,39.9861415,-88.2589387
2019-04-27 18:41:39,Subject-SAVOY FIRE DEPARTMENT Msg-PUBLIC ASSIST PROSPECT POINTE APTS-CUR #7-101 SV at 301 W CURTIS RD #7-101 SV btwn PRIVATE DRIVE and WESLEY AV RURF R0800 RPS 81YO WIFE NEEDING HELP UP Unit:SVOY - From METCAD 04/27/2019 18:41:34,PUBLIC ASSIST PROSPECT POINTE APTS-CUR #7-101 SV at 301 W CURTIS RD #7-101 SV btwn PRIVATE DRIVE and WESLEY AV RURF R0800 RPS 81YO WIFE NEEDING HELP UP Unit:SVOY - From METCAD 04/27/2019 18:41:34,301 W CURTIS RD #7-101 Savoy,,
2019-04-28 19:10:51,Subject-SAVOY FIRE DEPARTMENT Msg-ALERT II WILLARD AIRPORT-AIR UI at 11 AIRPORT RD UI btwn END and HARTWELL DR RURF R0300 Units:WILL SVOY TOLO ARR - From METCAD 04/28/2019 19:10:44,ALERT II WILLARD AIRPORT-AIR UI at 11 AIRPORT RD UI btwn END and HARTWELL DR RURF R0300 Units:WILL SVOY TOLO ARR - From METCAD 04/28/2019 19:10:44,11 AIRPORT RD UI,40.03649619999999,-88.26398789999999
2019-04-29 11:29:41,Subject-SAVOY FIRE DEPARTMENT Msg-PUBLIC ASSIST 100 PARKVIEW LN #206 SV at 100 PARKVIEW LN #206 SV btwn E CURTIS RD and E CURTIS RD RURF R0800 69 YOF LIFT ASSISTANCE Unit:SVOY - From METCAD 04/29/2019 11:29:33,PUBLIC ASSIST 100 PARKVIEW LN #206 SV at 100 PARKVIEW LN #206 SV btwn E CURTIS RD and E CURTIS RD RURF R0800 69 YOF LIFT ASSISTANCE Unit:SVOY - From METCAD 04/29/2019 11:29:33,100 PARKVIEW LN #206 Savoy,,
2019-04-29 11:56:12,Subject-SAVOY FIRE DEPARTMENT Msg-STILL THORNTONS-BUR SV at 101 BURWASH AV SV btwn N DUNLAP AV and PRIVATE DRIVE RURF R0800 SEVERAL GALLONS SPILLED AT PUMP 7 ON EAST SIDE Unit:SVOY - From METCAD 04/29/2019 11:56:00,STILL THORNTONS-BUR SV at 101 BURWASH AV SV btwn N DUNLAP AV and PRIVATE DRIVE RURF R0800 SEVERAL GALLONS SPILLED AT PUMP 7 ON EAST SIDE Unit:SVOY - From METCAD 04/29/2019 11:56:00,101 BURWASH AV Savoy,40.0738739,-88.24919849999999
2019-05-02 15:58:37,Subject-SAVOY FIRE DEPARTMENT Msg-MEDICAL N DUNLAP AV/BURWASH AV SV <1600/ 100> RURF R0800 1 FEM PATIENT 76 YO NECK PAIN POSS WHIP LASH TO BE CHECKED OUT.29B1*** Units:ARR SVOY - From METCAD 05/02/2019 15:58:26,MEDICAL N DUNLAP AV/BURWASH AV SV <1600/ 100> RURF R0800 1 FEM PATIENT 76 YO NECK PAIN POSS WHIP LASH TO BE CHECKED OUT.29B1*** Units:ARR SVOY - From METCAD 05/02/2019 15:58:26,N DUNLAP AV/BURWASH AV SV <1600/ 100> RURF R0800 1 FEM PATIENT 76 YO NECK PAIN POSS WHIP LASH Tolono,40.074126,-88.248357
2019-05-04 06:19:59,Subject-SAVOY FIRE DEPARTMENT Msg-RESCUE SB I57S @ 226.5 TOT RURF R1003 BLK VEH ROLLOVER IN THE MEDIAN EJECTION Units:ARR TOLO SVOY AIRLIF - From METCAD 05/04/2019 06:19:52,RESCUE SB I57S @ 226.5 TOT RURF R1003 BLK VEH ROLLOVER IN THE MEDIAN EJECTION Units:ARR TOLO SVOY AIRLIF - From METCAD 05/04/2019 06:19:52,SB I57S @ 226.5 Tolono,39.9861415,-88.2589387
2019-05-04 09:49:12,Subject-SAVOY FIRE DEPARTMENT Msg-MEDICAL 100 PARKVIEW LN #213 SV at 100 PARKVIEW LN #213 SV btwn E CURTIS RD and E CURTIS RD RURF R0800 Medical ProQA recommends dispatch at this time Unit:SVOY - From METCAD 05/04/2019 09:49:05,MEDICAL 100 PARKVIEW LN #213 SV at 100 PARKVIEW LN #213 SV btwn E CURTIS RD and E CURTIS RD RURF R0800 Medical ProQA recommends dispatch at this time Unit:SVOY - From METCAD 05/04/2019 09:49:05,100 PARKVIEW LN #213 Savoy,,
2019-05-04 14:52:57,Subject-SAVOY FIRE DEPARTMENT Msg-PUBLIC ASSIST 3000 S FIRST ST URT btwn E WINDSOR RD and E CURTIS RD RURF R0800 90 Y/O MALE NEEDING LIFT ASSISTANCE Unit:SVOY - From METCAD 05/04/2019 14:52:48,PUBLIC ASSIST 3000 S FIRST ST URT btwn E WINDSOR RD and E CURTIS RD RURF R0800 90 Y/O MALE NEEDING LIFT ASSISTANCE Unit:SVOY - From METCAD 05/04/2019 14:52:48,3000 S FIRST ST Urbana,40.0758439,-88.2378463
2019-05-04 18:27:19,Subject-SAVOY FIRE DEPARTMENT Msg-REGULAR ALARM 703 RAMBLEWOOD CT #A SV btwn W TOMARAS AV and VISTA LN RURF R0800 GEN SMOKE DETECTOR SHARON HAYLAND RESD Unit:SVOY - From METCAD 05/04/2019 18:27:14,REGULAR ALARM 703 RAMBLEWOOD CT #A SV btwn W TOMARAS AV and VISTA LN RURF R0800 GEN SMOKE DETECTOR SHARON HAYLAND RESD Unit:SVOY - From METCAD 05/04/2019 18:27:14,703 RAMBLEWOOD CT #A Savoy,,
2019-05-05 05:55:37,Subject-SAVOY FIRE DEPARTMENT Msg-PUBLIC ASSIST 3000 S FIRST ST URT btwn E WINDSOR RD and E CURTIS RD RURF R0800 91YO MALE NEEDS LIFT ASST. Unit:SVOY - From METCAD 05/05/2019 05:55:30,PUBLIC ASSIST 3000 S FIRST ST URT btwn E WINDSOR RD and E CURTIS RD RURF R0800 91YO MALE NEEDS LIFT ASST. Unit:SVOY - From METCAD 05/05/2019 05:55:30,3000 S FIRST ST Urbana,40.0758439,-88.2378463
2019-05-05 10:14:22,Subject-SAVOY FIRE DEPARTMENT Msg-RESCUE SB I57S @ 226 TOT RURF R1003 ROLLOVER MULTIPLE TIMES OCCP'D 4X 1 UNCONSCIOUS 1 INJURY SO FAR. 1 VEHICLE ACCIDENT Units:ARR TOLO SVOY - From METCAD 05/05/2019 10:14:14,RESCUE SB I57S @ 226 TOT RURF R1003 ROLLOVER MULTIPLE TIMES OCCP'D 4X 1 UNCONSCIOUS 1 INJURY SO FAR. 1 VEHICLE ACCIDENT Units:ARR TOLO SVOY - From METCAD 05/05/2019 10:14:14,SB I57S @ 226 Tolono,39.9861415,-88.2589387
2019-05-05 12:20:12,Subject-SAVOY FIRE DEPARTMENT Msg-RESCUE NB I57N @ 224 PMT RURF R1003 3 CAR WRECK B/H THE RP WHI VAN ORANGE COLORED CROSSOVER THIRD VEH BLUMedical ProQA recommends dispatch at this time Units:ARR TOLO SVOY - From METCAD 05/05/2019 12:20:05,RESCUE NB I57N @ 224 PMT RURF R1003 3 CAR WRECK B/H THE RP WHI VAN ORANGE COLORED CROSSOVER THIRD VEH BLUMedical ProQA recommends dispatch at this time Units:ARR TOLO SVOY - From METCAD 05/05/2019 12:20:05,this time Units:ARR TOLO,,
2019-05-07 07:11:15,Subject-SAVOY FIRE DEPARTMENT Msg-STILL VILLAS OF HOLLYBROOK-AIR SV at 68 E AIRPORT RD SV btwn S DUNLAP AV and RIDGE CREEK RD RURF R0800 IN THE ACT ROOM THERE IS A BURNING ODOR Unit:SVOY - From METCAD 05/07/2019 07:11:08,STILL VILLAS OF HOLLYBROOK-AIR SV at 68 E AIRPORT RD SV btwn S DUNLAP AV and RIDGE CREEK RD RURF R0800 IN THE ACT ROOM THERE IS A BURNING ODOR Unit:SVOY - From METCAD 05/07/2019 07:11:08,68 E AIRPORT RD Savoy,40.0400154,-88.2503811
2019-05-09 19:41:13,Subject-SAVOY FIRE DEPARTMENT Msg-REGULAR ALARM 100 PARKVIEW LN SV at 100 PARKVIEW LN SV btwn E CURTIS RD and E CURTIS RD RURF R0800 GEN FIRE SMOKE ALARM Unit:SVOY - From METCAD 05/09/2019 19:41:06,REGULAR ALARM 100 PARKVIEW LN SV at 100 PARKVIEW LN SV btwn E CURTIS RD and E CURTIS RD RURF R0800 GEN FIRE SMOKE ALARM Unit:SVOY - From METCAD 05/09/2019 19:41:06,100 PARKVIEW LN Savoy,40.06632,-88.24228400000001
2019-05-10 09:17:26,Subject-SAVOY FIRE DEPARTMENT Msg-REGULAR ALARM 910 VILLAGE PARK WY SV btwn END and END RURF R0800 STOVE ON FIRE. APT FILLING W/SMOKE Unit:SVOY - From METCAD 05/10/2019 09:17:13,REGULAR ALARM 910 VILLAGE PARK WY SV btwn END and END RURF R0800 STOVE ON FIRE. APT FILLING W/SMOKE Unit:SVOY - From METCAD 05/10/2019 09:17:13,910 VILLAGE PARK WY Savoy,40.0526645,-88.24972969999999
2019-05-10 11:06:58,Subject-SAVOY FIRE DEPARTMENT Msg-PUBLIC ASSIST ALDI-DUN SV at 605 N DUNLAP AV SV btwn CALVIN ST and W TOMARAS AV RURF R0800 CHILD LOCKED IN CAR VEH IS OFF Unit:SVOY - From METCAD 05/10/2019 11:06:51,PUBLIC ASSIST ALDI-DUN SV at 605 N DUNLAP AV SV btwn CALVIN ST and W TOMARAS AV RURF R0800 CHILD LOCKED IN CAR VEH IS OFF Unit:SVOY - From METCAD 05/10/2019 11:06:51,605 N DUNLAP AV Savoy,40.0606805,-88.2515111
2019-05-11 07:20:03,Subject-SAVOY FIRE DEPARTMENT Msg-REGULAR ALARM 100 PARKVIEW LN SV at 100 PARKVIEW LN SV btwn E CURTIS RD and E CURTIS RD RURF R0800 GEN FIRE ALARM ZONE 338 Unit:SVOY - From METCAD 05/11/2019 07:19:48,REGULAR ALARM 100 PARKVIEW LN SV at 100 PARKVIEW LN SV btwn E CURTIS RD and E CURTIS RD RURF R0800 GEN FIRE ALARM ZONE 338 Unit:SVOY - From METCAD 05/11/2019 07:19:48,100 PARKVIEW LN Savoy,40.06632,-88.24228400000001
2019-05-13 13:50:21,Subject-SAVOY FIRE DEPARTMENT Msg-REGULAR ALARM REFLECTIONS MEMORY CARE-AIR SV at 62 E AIRPORT RD SV btwn S DUNLAP AV and RIDGE CREEK RD RURF R0800 GEN FIRE PULL STATION Unit:SVOY - From METCAD 05/13/2019 13:50:08,REGULAR ALARM REFLECTIONS MEMORY CARE-AIR SV at 62 E AIRPORT RD SV btwn S DUNLAP AV and RIDGE CREEK RD RURF R0800 GEN FIRE PULL STATION Unit:SVOY - From METCAD 05/13/2019 13:50:08,62 E AIRPORT RD Savoy,40.0401329,-88.2523789
2019-05-13 15:02:23,Subject-SAVOY FIRE DEPARTMENT Msg-REGULAR UNITY HIGH SCHOOL TOT at 1127 800N TOT btwn ROCKET RD and 1200E RURF R1003 GEN FIRE ALARM Units:TOLO SVOY - From METCAD 05/13/2019 15:02:04,REGULAR UNITY HIGH SCHOOL TOT at 1127 800N TOT btwn ROCKET RD and 1200E RURF R1003 GEN FIRE ALARM Units:TOLO SVOY - From METCAD 05/13/2019 15:02:04,1127 800N Tolono,39.9948678,-88.2504829
2019-05-14 09:41:29,Subject-SAVOY FIRE DEPARTMENT Msg-REGULAR ALARM 100 PARKVIEW LN SV at 100 PARKVIEW LN SV btwn E CURTIS RD and E CURTIS RD RURF R0800 ZONE 216. FIRE ALARM. Unit:SVOY - From METCAD 05/14/2019 09:41:12,REGULAR ALARM 100 PARKVIEW LN SV at 100 PARKVIEW LN SV btwn E CURTIS RD and E CURTIS RD RURF R0800 ZONE 216. FIRE ALARM. Unit:SVOY - From METCAD 05/14/2019 09:41:12,100 PARKVIEW LN Savoy,40.06632,-88.24228400000001
